word,reason
kukita,no_usable_definitions
kupita,no_usable_definitions
kukawa,no_usable_definitions
kulinga,no_usable_definitions
chamani,no_usable_definitions
mpo,no_usable_definitions
Lamu,no_usable_definitions
Udachi,no_usable_definitions
Korea ya Kusini,no_usable_definitions
Korea ya Kaskazini,no_usable_definitions
kufundisha,no_usable_definitions
kujenga,no_usable_definitions
haba na haba hujaza kibaba,unknown_pos
njoo,no_usable_definitions
njooni,no_usable_definitions
njoni,no_usable_definitions
kujua,no_usable_definitions
Afrika ya Mashariki,no_usable_definitions
Afrika ya Magharibi,no_usable_definitions
Afrika ya Kaskazini,no_usable_definitions
kukimbia,no_usable_definitions
Ulaya ya Mashariki,no_usable_definitions
Ulaya ya Magharibi,no_usable_definitions
haraka haraka haina baraka,unknown_pos
kupunguza,no_usable_definitions
kuamka,no_usable_definitions
kupokea,no_usable_definitions
kuogelea,no_usable_definitions
kuangusha,no_usable_definitions
kucheka,no_usable_definitions
kukaa,no_usable_definitions
kuoga,no_usable_definitions
kuingia,no_usable_definitions
ataona,no_usable_definitions
kuzuia,no_usable_definitions
kuchoma,no_usable_definitions
kuchomwa,no_usable_definitions
kuandaliwa,no_usable_definitions
hamnunui,no_usable_definitions
Sahara Magharibi,no_usable_definitions
kushinda,no_usable_definitions
kuvimba,no_usable_definitions
kuzaliwa,no_usable_definitions
kukonda,no_usable_definitions
kusaidiwa,no_usable_definitions
kufagiwa,no_usable_definitions
kufagia,no_usable_definitions
kulipa,no_usable_definitions
kulipia,no_usable_definitions
kuambilika,no_usable_definitions
kuambiwa,no_usable_definitions
kuambizana,no_usable_definitions
kuota,no_usable_definitions
kuchoka,no_usable_definitions
kuchokesha,no_usable_definitions
kutosha,no_usable_definitions
kuwekea,no_usable_definitions
kuwekewa,no_usable_definitions
kuweka,no_usable_definitions
kuwekwa,no_usable_definitions
kuwekana,no_usable_definitions
kuwekesha,no_usable_definitions
kuwekeka,no_usable_definitions
kuweza,no_usable_definitions
kuwezesha,no_usable_definitions
kuwezea,no_usable_definitions
kuwezeka,no_usable_definitions
kuwezwa,no_usable_definitions
kuwezana,no_usable_definitions
kugaia,no_usable_definitions
kunama,no_usable_definitions
kupotea,no_usable_definitions
kupotana,no_usable_definitions
kupotewa,no_usable_definitions
kupotesha,no_usable_definitions
kupoteka,no_usable_definitions
kupota,no_usable_definitions
barani,no_usable_definitions
kuchaguza,no_usable_definitions
kuchagua,no_usable_definitions
kuchagulia,no_usable_definitions
kuchaguliwa,no_usable_definitions
kupitia,no_usable_definitions
kupitika,no_usable_definitions
kupitisha,no_usable_definitions
kupitiwa,no_usable_definitions
kupitiana,no_usable_definitions
kupendanisha,no_usable_definitions
kupendea,no_usable_definitions
shimoni,no_usable_definitions
chuoni,no_usable_definitions
shuleni,no_usable_definitions
kusikilizana,no_usable_definitions
kusikiliza,no_usable_definitions
kusikilizwa,no_usable_definitions
kusikilia,no_usable_definitions
kusikilisha,no_usable_definitions
kusikiwa,no_usable_definitions
kusikiana,no_usable_definitions
kusikika,no_usable_definitions
kusikia,no_usable_definitions
kufutika,no_usable_definitions
kufutana,no_usable_definitions
kufutwa,no_usable_definitions
kufutisha,no_usable_definitions
kufutia,no_usable_definitions
kufuta,no_usable_definitions
kumalizia,no_usable_definitions
kumalizika,no_usable_definitions
kumaliziana,no_usable_definitions
kumalizwa,no_usable_definitions
kumalizisha,no_usable_definitions
kumaliza,no_usable_definitions
kupandia,no_usable_definitions
kupandisha,no_usable_definitions
kupandwa,no_usable_definitions
kupandana,no_usable_definitions
kupandika,no_usable_definitions
kupanda,no_usable_definitions
kukubali,no_usable_definitions
kukubalia,no_usable_definitions
kukubalika,no_usable_definitions
kukubalisha,no_usable_definitions
kukubaliwa,no_usable_definitions
kukubaliana,no_usable_definitions
kulilika,no_usable_definitions
kulilia,no_usable_definitions
kuliza,no_usable_definitions
kuliliwa,no_usable_definitions
kuliana,no_usable_definitions
kulika,no_usable_definitions
kupanga,no_usable_definitions
kupangika,no_usable_definitions
kupangana,no_usable_definitions
kupangwa,no_usable_definitions
kupangisha,no_usable_definitions
kupangia,no_usable_definitions
kupanganyana,no_usable_definitions
kupanganywa,no_usable_definitions
kupanganyisha,no_usable_definitions
kupanganyia,no_usable_definitions
kupanganyika,no_usable_definitions
kupanganya,no_usable_definitions
kutunzika,no_usable_definitions
kutunzana,no_usable_definitions
kutunzwa,no_usable_definitions
kutunzisha,no_usable_definitions
kutunzia,no_usable_definitions
kutunza,no_usable_definitions
kuchukua,no_usable_definitions
kuchukulika,no_usable_definitions
kuchukulia,no_usable_definitions
kuchukuza,no_usable_definitions
kuchukuliwa,no_usable_definitions
kuchukuana,no_usable_definitions
kuendeshana,no_usable_definitions
kuendeshwa,no_usable_definitions
kuendeshesha,no_usable_definitions
kuendeshea,no_usable_definitions
kuendesheka,no_usable_definitions
kuinulia,no_usable_definitions
kuinuza,no_usable_definitions
kuinuliwa,no_usable_definitions
kuinuana,no_usable_definitions
kuinulika,no_usable_definitions
kuinua,no_usable_definitions
kutakana,no_usable_definitions
kutakwa,no_usable_definitions
kutakisha,no_usable_definitions
kutakia,no_usable_definitions
kutakika,no_usable_definitions
kubadili,no_usable_definitions
kubadilia,no_usable_definitions
kubadiliana,no_usable_definitions
kubadilika,no_usable_definitions
kubadiliwa,no_usable_definitions
kubadilisha,no_usable_definitions
kutokea,no_usable_definitions
kutokesha,no_usable_definitions
kutokwa,no_usable_definitions
kutokana,no_usable_definitions
kutokeka,no_usable_definitions
kutoka,no_usable_definitions
kutoka,unknown_pos
kuamsha,no_usable_definitions
kuangalia,no_usable_definitions
kuamshana,no_usable_definitions
kuamshia,no_usable_definitions
kuamshwa,no_usable_definitions
kuamshisha,no_usable_definitions
kuamshika,no_usable_definitions
angaliana,no_usable_definitions
kuangaliana,no_usable_definitions
kupika,no_usable_definitions
kupikika,no_usable_definitions
kupikia,no_usable_definitions
kupikisha,no_usable_definitions
kupikwa,no_usable_definitions
kupikana,no_usable_definitions
hutapenda,no_usable_definitions
atapenda,no_usable_definitions
mlikuwa,no_usable_definitions
tutakuwa,no_usable_definitions
sitakuwa,no_usable_definitions
nitakuwa,no_usable_definitions
unakuwa,no_usable_definitions
hatukuwi,no_usable_definitions
alizaliwa,no_usable_definitions
mlizaliwa,no_usable_definitions
ulizaliwa,no_usable_definitions
tulizaliwa,no_usable_definitions
nilizaliwa,no_usable_definitions
walizaliwa,no_usable_definitions
hatazaliwa,no_usable_definitions
hamtazaliwa,no_usable_definitions
hutazaliwa,no_usable_definitions
hatutazaliwa,no_usable_definitions
hawatazaliwa,no_usable_definitions
sitazaliwa,no_usable_definitions
msijifunzi,no_usable_definitions
ujifunzi,no_usable_definitions
tusijifunzi,no_usable_definitions
nijifunzi,no_usable_definitions
wajifunzi,no_usable_definitions
kufunga,no_usable_definitions
unafungwa,no_usable_definitions
mnafungwa,no_usable_definitions
anafungwa,no_usable_definitions
tunafungwa,no_usable_definitions
kufungwa,no_usable_definitions
hamngefungamana,no_usable_definitions
mngefungamana,no_usable_definitions
hatafungamana,no_usable_definitions
hutafungamana,no_usable_definitions
utafungamana,no_usable_definitions
kufungamana,no_usable_definitions
tungalifungamana,no_usable_definitions
kufungua,no_usable_definitions
tukafungua,no_usable_definitions
nikafungua,no_usable_definitions
ukafungua,no_usable_definitions
kufungisha,no_usable_definitions
kufungishwa,no_usable_definitions
usifungishe,no_usable_definitions
mkafungishwa,no_usable_definitions
kuondolewa,no_usable_definitions
kuondoza,no_usable_definitions
kuondolea,no_usable_definitions
kuondoa,no_usable_definitions
kuondoana,no_usable_definitions
kuondoleka,no_usable_definitions
kuondosha,no_usable_definitions
anapokea,no_usable_definitions
hupokei,no_usable_definitions
kupokelea,no_usable_definitions
kupokeza,no_usable_definitions
kupokelewa,no_usable_definitions
kupokeana,no_usable_definitions
kupokeleka,no_usable_definitions
kutoleka,no_usable_definitions
kutoana,no_usable_definitions
kutolewa,no_usable_definitions
kutoza,no_usable_definitions
kutolea,no_usable_definitions
utaandika,no_usable_definitions
tunaandika,no_usable_definitions
hatuandiki,no_usable_definitions
mnaandika,no_usable_definitions
hatutaandika,no_usable_definitions
kupemba,no_usable_definitions
kupembea,no_usable_definitions
kupembesha,no_usable_definitions
kupembwa,no_usable_definitions
kupembana,no_usable_definitions
kupembeka,no_usable_definitions
kuvunjia,no_usable_definitions
kuvunjisha,no_usable_definitions
kuvunjwa,no_usable_definitions
kuvunjana,no_usable_definitions
kuvunjika,no_usable_definitions
kuvunja,no_usable_definitions
kuendeleza,no_usable_definitions
kuendeleleka,no_usable_definitions
hatuendelei,no_usable_definitions
kuzaa,no_usable_definitions
hakuzaa,no_usable_definitions
hamkuzaa,no_usable_definitions
nikazaa,no_usable_definitions
tunazaa,no_usable_definitions
kukusudiwa,no_usable_definitions
kutangaza,no_usable_definitions
kutangazwa,no_usable_definitions
kujulia,no_usable_definitions
kuzoa,no_usable_definitions
kuzoleka,no_usable_definitions
kuzolewa,no_usable_definitions
kuzolea,no_usable_definitions
kuzoea,no_usable_definitions
kuzoeleka,no_usable_definitions
kuzoelewa,no_usable_definitions
kuzoeana,no_usable_definitions
kuzoeza,no_usable_definitions
kuzoesha,no_usable_definitions
kufahamu,no_usable_definitions
kufahamisha,no_usable_definitions
kufahamiwa,no_usable_definitions
kufahamiana,no_usable_definitions
kufahamika,no_usable_definitions
kuvalika,no_usable_definitions
kuvalia,no_usable_definitions
kuvalisha,no_usable_definitions
kuvaliwa,no_usable_definitions
kuonjeka,no_usable_definitions
kuonja,no_usable_definitions
kuonjana,no_usable_definitions
kuonjea,no_usable_definitions
kuonjesha,no_usable_definitions
kuonjwa,no_usable_definitions
kujaza,no_usable_definitions
kujazika,no_usable_definitions
kujazana,no_usable_definitions
kujazwa,no_usable_definitions
kujazia,no_usable_definitions
kujazisha,no_usable_definitions
kulazimisha,no_usable_definitions
kulazimika,no_usable_definitions
kuhamia,no_usable_definitions
kuhamisha,no_usable_definitions
kuhamishwa,no_usable_definitions
kukopesha,no_usable_definitions
kukataa,no_usable_definitions
kukatakata,no_usable_definitions
kukataliwa,no_usable_definitions
kukataza,no_usable_definitions
kukatalia,no_usable_definitions
kulegwa,no_usable_definitions
kulega,no_usable_definitions
kulegeza,no_usable_definitions
kulegezwa,no_usable_definitions
kuandaa,no_usable_definitions
kushukia,no_usable_definitions
kushukisha,no_usable_definitions
kushukwa,no_usable_definitions
kushuka,no_usable_definitions
kuarifu,no_usable_definitions
kuarifiwa,no_usable_definitions
kuarifisha,no_usable_definitions
kuaua,no_usable_definitions
kuauliwa,no_usable_definitions
kuausha,no_usable_definitions
kuauza,no_usable_definitions
kueleza,no_usable_definitions
kuelezea,no_usable_definitions
kuelezwa,no_usable_definitions
kuelezeka,no_usable_definitions
kugaiwa,no_usable_definitions
kusimamisha,no_usable_definitions
kusimama,no_usable_definitions
kusimamia,no_usable_definitions
kusimamika,no_usable_definitions
kusimamishwa,no_usable_definitions
kusawazisha,no_usable_definitions
kusawazishwa,no_usable_definitions
kusawazishika,no_usable_definitions
kusogea,no_usable_definitions
kusogeana,no_usable_definitions
kusogelewa,no_usable_definitions
kusogeza,no_usable_definitions
kuingiza,no_usable_definitions
kudahili,no_usable_definitions
kuokoa,no_usable_definitions
kuokolewa,no_usable_definitions
kuokoleka,no_usable_definitions
kuambata,no_usable_definitions
kuivisha,no_usable_definitions
kugonga,no_usable_definitions
kugongwa,no_usable_definitions
kugongana,no_usable_definitions
kubeba,no_usable_definitions
kugongagonga,no_usable_definitions
kukusanya,no_usable_definitions
kukusanywa,no_usable_definitions
kukusanyika,no_usable_definitions
kuyeyuka,no_usable_definitions
kuyeyusha,no_usable_definitions
kuyeyushwa,no_usable_definitions
kurudia,no_usable_definitions
kurudiana,no_usable_definitions
kurudisha,no_usable_definitions
kurudishwa,no_usable_definitions
kukasiri,no_usable_definitions
kukasiriana,no_usable_definitions
kukasiriwa,no_usable_definitions
kukasirisha,no_usable_definitions
kukasiria,no_usable_definitions
kukasirika,no_usable_definitions
kukasirikia,no_usable_definitions
Muungano wa Sovieti,no_usable_definitions
kunenepa,no_usable_definitions
kunenepesha,no_usable_definitions
kushukuru,no_usable_definitions
kukuta,no_usable_definitions
kukutwa,no_usable_definitions
kukutana,no_usable_definitions
kuficha,no_usable_definitions
kufichika,no_usable_definitions
kufichwa,no_usable_definitions
kufichua,no_usable_definitions
kuonesha,no_usable_definitions
kuvuta,no_usable_definitions
kuvutwa,no_usable_definitions
kuvutia,no_usable_definitions
kuvutiwa,no_usable_definitions
hewani,no_usable_definitions
kushabihi,no_usable_definitions
kukagua,no_usable_definitions
kukaguliwa,no_usable_definitions
kukagulia,no_usable_definitions
kushangaa,no_usable_definitions
kushangaliwa,no_usable_definitions
kushangaza,no_usable_definitions
kushangalia,no_usable_definitions
kuletea,no_usable_definitions
kuletwa,no_usable_definitions
msalabani,no_usable_definitions
kubatiza,no_usable_definitions
kubatizwa,no_usable_definitions
kutengeneza,no_usable_definitions
kutenda,no_usable_definitions
kutenga,no_usable_definitions
kutengana,no_usable_definitions
kutengwa,no_usable_definitions
kutetema,no_usable_definitions
kutetemeka,no_usable_definitions
kuthibiti,no_usable_definitions
kuthibitika,no_usable_definitions
kuthibitisha,no_usable_definitions
kuvuna,no_usable_definitions
kusahihi,no_usable_definitions
Afuganistani,no_usable_definitions
kushindana,no_usable_definitions
kushindania,no_usable_definitions
kutuma,no_usable_definitions
kutumwa,no_usable_definitions
kutumia,no_usable_definitions
kutumika,no_usable_definitions
kutumiwa,no_usable_definitions
kuwahi,no_usable_definitions
kuhifadhi,no_usable_definitions
kuhifadhiwa,no_usable_definitions
kutazama,no_usable_definitions
kutazamika,no_usable_definitions
kutazamisha,no_usable_definitions
kutazamiwa,no_usable_definitions
kufunguliwa,no_usable_definitions
kufunguka,no_usable_definitions
kufungulia,no_usable_definitions
kushtua,no_usable_definitions
kushtulia,no_usable_definitions
kushtusha,no_usable_definitions
kushtuka,no_usable_definitions
kuhuzunisha,no_usable_definitions
kuhuzunia,no_usable_definitions
kuhuzunika,no_usable_definitions
kusikitika,no_usable_definitions
kusikitikia,no_usable_definitions
kusikitisha,no_usable_definitions
kuchelewa,no_usable_definitions
kuchelewesha,no_usable_definitions
kuongoa,no_usable_definitions
kuongolewa,no_usable_definitions
kuongoka,no_usable_definitions
kuongoza,no_usable_definitions
kuongozwa,no_usable_definitions
kuongozana,no_usable_definitions
kuongozeka,no_usable_definitions
kuchua,no_usable_definitions
kuchuana,no_usable_definitions
kuchwa,no_usable_definitions
kukomba,no_usable_definitions
kusali,no_usable_definitions
kumaanisha,no_usable_definitions
kusalia,no_usable_definitions
kusalisha,no_usable_definitions
kuchunga,no_usable_definitions
kuvua,no_usable_definitions
licha ya,unknown_pos
kutoadhibu,no_usable_definitions
kuadhibu,no_usable_definitions
adhibuni,no_usable_definitions
huadhibu,no_usable_definitions
niliadhibu,no_usable_definitions
naliadhibu,no_usable_definitions
tuliadhibu,no_usable_definitions
twaliadhibu,no_usable_definitions
uliadhibu,no_usable_definitions
waliadhibu,no_usable_definitions
kupungwa,no_usable_definitions
kupunga,no_usable_definitions
kuagiza,no_usable_definitions
kuagizwa,no_usable_definitions
kuagizia,no_usable_definitions
kurogoa,no_usable_definitions
kurogwa,no_usable_definitions
kuchuna,no_usable_definitions
kuambua,no_usable_definitions
kuambuka,no_usable_definitions
kuambukiza,no_usable_definitions
kuambukizwa,no_usable_definitions
kuhubiri,no_usable_definitions
kuhitilafu,no_usable_definitions
kuosha,no_usable_definitions
kuandama,no_usable_definitions
kuandamana,no_usable_definitions
kuandamwa,no_usable_definitions
nilinunua,no_usable_definitions
kutwaa,no_usable_definitions
kuuza,no_usable_definitions
yupo,no_usable_definitions
kudema,no_usable_definitions
kuinuka,no_usable_definitions
kuinukainuka,no_usable_definitions
kugawa,no_usable_definitions
kuchecha,no_usable_definitions
kugawanya,no_usable_definitions
kutayarisha,no_usable_definitions
kupima,no_usable_definitions
kufuga,no_usable_definitions
kutafsiri,no_usable_definitions
kushauri,no_usable_definitions
kukadiri,no_usable_definitions
kukadirika,no_usable_definitions
kukadiriwa,no_usable_definitions
kukadiria,no_usable_definitions
kuharimu,no_usable_definitions
kuchekesha,no_usable_definitions
kuchekwa,no_usable_definitions
kuchekana,no_usable_definitions
kuchekea,no_usable_definitions
kudokoa,no_usable_definitions
kuonya,no_usable_definitions
kubaki,no_usable_definitions
kubakisha,no_usable_definitions
kukonya,no_usable_definitions
kuvyoga,no_usable_definitions
kunuia,no_usable_definitions
kunuiza,no_usable_definitions
kunuiwa,no_usable_definitions
kuzusha,no_usable_definitions
kuzushia,no_usable_definitions
kuaridhia,no_usable_definitions
kutaradhia,no_usable_definitions
kudoea,no_usable_definitions
kukinza,no_usable_definitions
kukinzana,no_usable_definitions
kugundua,no_usable_definitions
kugunduliwa,no_usable_definitions
kugundulisha,no_usable_definitions
kugundulia,no_usable_definitions
kukaza,no_usable_definitions
kukazwa,no_usable_definitions
kukazia,no_usable_definitions
kujulisha,no_usable_definitions
kuudhi,no_usable_definitions
kuudhika,no_usable_definitions
kuchwea,no_usable_definitions
kung'wafua,no_usable_definitions
kutanabahi,no_usable_definitions
kutanadhari,no_usable_definitions
kudhoofu,no_usable_definitions
kudhoofisha,no_usable_definitions
kutangua,no_usable_definitions
kutanguka,no_usable_definitions
kuenzi,no_usable_definitions
kuenzika,no_usable_definitions
kuvuma,no_usable_definitions
kuvumisha,no_usable_definitions
kuvumika,no_usable_definitions
kuvumilia,no_usable_definitions
kutepeta,no_usable_definitions
kupuza,no_usable_definitions
kuanzisha,no_usable_definitions
kutua,no_usable_definitions
kutulia,no_usable_definitions
kutuliza,no_usable_definitions
kuchocha,no_usable_definitions
kuchochewa,no_usable_definitions
kuchochelea,no_usable_definitions
kuchochea,no_usable_definitions
kuzimbaa,no_usable_definitions
kuzimika,no_usable_definitions
kuzimia,no_usable_definitions
kuzimisha,no_usable_definitions
kuzimwa,no_usable_definitions
kuteta,no_usable_definitions
kutetea,no_usable_definitions
kuteteleza,no_usable_definitions
kutetana,no_usable_definitions
kuegama,no_usable_definitions
kuegamisha,no_usable_definitions
kukana,no_usable_definitions
kunyonga,no_usable_definitions
kunyongeka,no_usable_definitions
kurithi,no_usable_definitions
kurithisha,no_usable_definitions
kuaili,no_usable_definitions
kuabudu,no_usable_definitions
kuabudia,no_usable_definitions
kuabudisha,no_usable_definitions
kuabudiwa,no_usable_definitions
kudhibiti,no_usable_definitions
kudhibitiwa,no_usable_definitions
kustahamili,no_usable_definitions
kuwaka,no_usable_definitions
kuwasha,no_usable_definitions
kunyang'anya,no_usable_definitions
kunyang'anywa,no_usable_definitions
kunyapa,no_usable_definitions
kunyara,no_usable_definitions
kuwinda,no_usable_definitions
siwi,no_usable_definitions
kung'amua,no_usable_definitions
kung'ara,no_usable_definitions
kung'ala,no_usable_definitions
kung'ong'ona,no_usable_definitions
kung'ota,no_usable_definitions
mwe,no_usable_definitions
kulima,no_usable_definitions
kuoza,no_usable_definitions
kufua,no_usable_definitions
leteni,no_usable_definitions
tutaonana,no_usable_definitions
Eliud,no_usable_definitions
unatembea,no_usable_definitions
hukimbia,no_usable_definitions
kurudi,no_usable_definitions
ninahitaji,no_usable_definitions
kujibu,no_usable_definitions
kufikiri,no_usable_definitions
unafikiri,no_usable_definitions
ninarudi,no_usable_definitions
tunarudi,no_usable_definitions
unarudi,no_usable_definitions
mnarudi,no_usable_definitions
unajibu,no_usable_definitions
kujaribu,no_usable_definitions
wanajaribu,no_usable_definitions
mnakuja,no_usable_definitions
ninakuja,no_usable_definitions
analala,no_usable_definitions
tunakuja,no_usable_definitions
sinywi,no_usable_definitions
sichezi,no_usable_definitions
kuhitaji,no_usable_definitions
huhitaji,no_usable_definitions
hanywi,no_usable_definitions
hajibu,no_usable_definitions
hupiki,no_usable_definitions
sipiki,no_usable_definitions
siendi,no_usable_definitions
hawaandiki,no_usable_definitions
hawasomi,no_usable_definitions
hatuendi,no_usable_definitions
hawaji,no_usable_definitions
hamsomi,no_usable_definitions
hampiki,no_usable_definitions
hatufikiri,no_usable_definitions
hamchezi,no_usable_definitions
ninalala,no_usable_definitions
wanafanya,no_usable_definitions
kufika,no_usable_definitions
wanafika,no_usable_definitions
ninakimbia,no_usable_definitions
nakimbia,no_usable_definitions
tunakimbia,no_usable_definitions
unakimbia,no_usable_definitions
mnakimbia,no_usable_definitions
anakimbia,no_usable_definitions
wanakimbia,no_usable_definitions
sikimbii,no_usable_definitions
hatukimbii,no_usable_definitions
hukimbii,no_usable_definitions
hamkimbii,no_usable_definitions
hakimbii,no_usable_definitions
hawakimbii,no_usable_definitions
unaenda,no_usable_definitions
ninapenda,no_usable_definitions
wanahitaji,no_usable_definitions
wanajibu,no_usable_definitions
wanakunywa,no_usable_definitions
unakuja,no_usable_definitions
hulali,no_usable_definitions
hurudi,no_usable_definitions
hatupendi,no_usable_definitions
hawapendi,no_usable_definitions
anaamka,no_usable_definitions
mnafanya,no_usable_definitions
mnajaribu,no_usable_definitions
hapendi,no_usable_definitions
hahitaji,no_usable_definitions
hamlali,no_usable_definitions
ninakula,no_usable_definitions
hatuhitaji,no_usable_definitions
siandiki,no_usable_definitions
mnakunywa,no_usable_definitions
anafagia,no_usable_definitions
ninafua,no_usable_definitions
kusafisha,no_usable_definitions
unasafisha,no_usable_definitions
ninawasha,no_usable_definitions
nawasha,no_usable_definitions
anawasha,no_usable_definitions
unawasha,no_usable_definitions
ninapika,no_usable_definitions
napika,no_usable_definitions
tunapika,no_usable_definitions
unapika,no_usable_definitions
mnapika,no_usable_definitions
anapika,no_usable_definitions
wanapika,no_usable_definitions
hamli,no_usable_definitions
hatuli,no_usable_definitions
hawali,no_usable_definitions
nakula,no_usable_definitions
tunakula,no_usable_definitions
unakula,no_usable_definitions
mnakula,no_usable_definitions
anakula,no_usable_definitions
wanakula,no_usable_definitions
ninaosha,no_usable_definitions
naosha,no_usable_definitions
tunaosha,no_usable_definitions
unaosha,no_usable_definitions
mnaosha,no_usable_definitions
anaosha,no_usable_definitions
wanaosha,no_usable_definitions
umeamka,no_usable_definitions
kunawa,no_usable_definitions
ninafuta,no_usable_definitions
nafuta,no_usable_definitions
tunafuta,no_usable_definitions
anafuta,no_usable_definitions
wanafuta,no_usable_definitions
unafuta,no_usable_definitions
mnafuta,no_usable_definitions
ninakunywa,no_usable_definitions
nakunywa,no_usable_definitions
tunakunywa,no_usable_definitions
unakunywa,no_usable_definitions
anakunywa,no_usable_definitions
ninaenda,no_usable_definitions
tunaenda,no_usable_definitions
mnaenda,no_usable_definitions
anaenda,no_usable_definitions
wanaenda,no_usable_definitions
ninanunua,no_usable_definitions
tunanunua,no_usable_definitions
unanunua,no_usable_definitions
mnanunua,no_usable_definitions
ananunua,no_usable_definitions
wananunua,no_usable_definitions
tunahitaji,no_usable_definitions
unahitaji,no_usable_definitions
mnahitaji,no_usable_definitions
anahitaji,no_usable_definitions
kuomba,no_usable_definitions
ninaomba,no_usable_definitions
tunaomba,no_usable_definitions
unaomba,no_usable_definitions
mnaomba,no_usable_definitions
anaomba,no_usable_definitions
wanaomba,no_usable_definitions
kuwa na,no_usable_definitions
ninafunga,no_usable_definitions
tunafunga,no_usable_definitions
unafunga,no_usable_definitions
mnafunga,no_usable_definitions
anafunga,no_usable_definitions
wanafunga,no_usable_definitions
wanalia,no_usable_definitions
mnalia,no_usable_definitions
unalia,no_usable_definitions
tunalia,no_usable_definitions
ninalia,no_usable_definitions
ninafungua,no_usable_definitions
tunafungua,no_usable_definitions
unafungua,no_usable_definitions
mnafungua,no_usable_definitions
anafungua,no_usable_definitions
wanafungua,no_usable_definitions
ninafuga,no_usable_definitions
tunafuga,no_usable_definitions
